track,anchor_place,start_sec,end_sec,combo_type,stem_A,cat_A,file_A,stem_B,cat_B,file_B,key,timing,tempo,mode,polyrhythm
Track00013,33,123.75,127.5,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S03_place033.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S07_place033.wav,1,1,1,1,1
Track00013,33,123.75,127.5,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S03_place033.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S05_place033.wav,1,1,1,1,1
Track00013,33,123.75,127.5,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S03_place033.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S06_place033.wav,1,1,1,1,1
Track00013,33,123.75,127.5,mel_mel,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S05_place033.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00013/pos_slices/Track00013_S07_place033.wav,1,1,1,1,1
Track00014,15,57.6,61.44,drum_bass,S08,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S08_place015.wav,S01,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S01_place015.wav,1,1,1,1,1
Track00014,15,57.6,61.44,bass_main,S01,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S01_place015.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S06_place015.wav,1,1,1,1,1
Track00014,15,57.6,61.44,drum_main,S08,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S08_place015.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S06_place015.wav,1,1,1,1,1
Track00014,15,57.6,61.44,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S02_place015.wav,S10,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S10_place015.wav,1,1,1,1,1
Track00014,15,57.6,61.44,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S03_place015.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S06_place015.wav,1,1,1,1,1
Track00014,15,57.6,61.44,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S02_place015.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S06_place015.wav,1,1,1,1,1
Track00014,15,57.6,61.44,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S00_place015.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S05_place015.wav,1,1,1,1,1
Track00014,35,134.4,138.24,drum_bass,S08,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S08_place035.wav,S01,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S01_place035.wav,1,1,1,1,1
Track00014,35,134.4,138.24,bass_main,S01,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S01_place035.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S06_place035.wav,1,1,1,1,1
Track00014,35,134.4,138.24,drum_main,S08,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S08_place035.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S06_place035.wav,1,1,1,1,1
Track00014,35,134.4,138.24,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S00_place035.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S06_place035.wav,1,1,1,1,1
Track00014,35,134.4,138.24,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S03_place035.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S05_place035.wav,1,1,1,1,1
Track00014,35,134.4,138.24,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S03_place035.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S07_place035.wav,1,1,1,1,1
Track00014,35,134.4,138.24,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S02_place035.wav,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00014/pos_slices/Track00014_S03_place035.wav,1,1,1,1,1
Track00016,13,60.582,65.243,drum_bass,S09,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S09_place013.wav,S01,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S01_place013.wav,1,1,1,1,1
Track00016,13,60.582,65.243,bass_main,S01,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S01_place013.wav,S10,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S10_place013.wav,1,1,1,1,1
Track00016,13,60.582,65.243,drum_main,S09,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S09_place013.wav,S10,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S10_place013.wav,1,1,1,1,1
Track00016,13,60.582,65.243,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S00_place013.wav,S15,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S15_place013.wav,1,1,1,1,1
Track00016,13,60.582,65.243,mel_mel,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S04_place013.wav,S10,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S10_place013.wav,1,1,1,1,1
Track00016,13,60.582,65.243,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S03_place013.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S06_place013.wav,1,1,1,1,1
Track00016,13,60.582,65.243,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S02_place013.wav,S15,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S15_place013.wav,1,1,1,1,1
Track00016,23,107.184,111.844,drum_bass,S09,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S09_place023.wav,S01,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S01_place023.wav,1,1,1,1,1
Track00016,23,107.184,111.844,bass_main,S01,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S01_place023.wav,S10,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S10_place023.wav,1,1,1,1,1
Track00016,23,107.184,111.844,drum_main,S09,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S09_place023.wav,S10,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S10_place023.wav,1,1,1,1,1
Track00016,23,107.184,111.844,mel_mel,S10,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S10_place023.wav,S15,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S15_place023.wav,1,1,1,1,1
Track00016,23,107.184,111.844,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S03_place023.wav,S15,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S15_place023.wav,1,1,1,1,1
Track00016,23,107.184,111.844,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S00_place023.wav,S10,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S10_place023.wav,1,1,1,1,1
Track00016,23,107.184,111.844,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S02_place023.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00016/pos_slices/Track00016_S06_place023.wav,1,1,1,1,1
Track00017,13,60.582,65.243,drum_main,S00,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S00_place013.wav,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S03_place013.wav,1,1,1,1,1
Track00017,13,60.582,65.243,mel_mel,S01,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S01_place013.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S05_place013.wav,1,1,1,1,1
Track00017,13,60.582,65.243,mel_mel,S01,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S01_place013.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S06_place013.wav,1,1,1,1,1
Track00017,13,60.582,65.243,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S03_place013.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S07_place013.wav,1,1,1,1,1
Track00017,13,60.582,65.243,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S02_place013.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S07_place013.wav,1,1,1,1,1
Track00017,33,153.786,158.446,drum_main,S00,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S00_place033.wav,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S03_place033.wav,1,1,1,1,1
Track00017,33,153.786,158.446,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S02_place033.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S07_place033.wav,1,1,1,1,1
Track00017,33,153.786,158.446,mel_mel,S01,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S01_place033.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S07_place033.wav,1,1,1,1,1
Track00017,33,153.786,158.446,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S03_place033.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S07_place033.wav,1,1,1,1,1
Track00017,33,153.786,158.446,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S03_place033.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00017/pos_slices/Track00017_S05_place033.wav,1,1,1,1,1
Track00018,39,136.641,140.145,bass_main,S15,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S15_place039.wav,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S03_place039.wav,1,1,1,1,1
Track00018,39,136.641,140.145,mel_mel,S01,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S01_place039.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S05_place039.wav,1,1,1,1,1
Track00018,39,136.641,140.145,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S03_place039.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S05_place039.wav,1,1,1,1,1
Track00018,39,136.641,140.145,mel_mel,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S07_place039.wav,S11,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S11_place039.wav,1,1,1,1,1
Track00018,39,136.641,140.145,mel_mel,S01,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S01_place039.wav,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S03_place039.wav,1,1,1,1,1
Track00018,60,210.218,213.721,drum_bass,S17,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S17_place060.wav,S16,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S16_place060.wav,1,1,1,1,1
Track00018,60,210.218,213.721,bass_main,S16,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S16_place060.wav,S14,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S14_place060.wav,1,1,1,1,1
Track00018,60,210.218,213.721,drum_main,S17,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S17_place060.wav,S14,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S14_place060.wav,1,1,1,1,1
Track00018,60,210.218,213.721,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S00_place060.wav,S10,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S10_place060.wav,1,1,1,1,1
Track00018,60,210.218,213.721,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S00_place060.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S07_place060.wav,1,1,1,1,1
Track00018,60,210.218,213.721,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S02_place060.wav,S14,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S14_place060.wav,1,1,1,1,1
Track00018,60,210.218,213.721,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S02_place060.wav,S10,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00018/pos_slices/Track00018_S10_place060.wav,1,1,1,1,1
Track00019,15,56.693,60.472,drum_bass,S02,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S02_place015.wav,S08,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S08_place015.wav,1,1,1,1,1
Track00019,15,56.693,60.472,bass_main,S08,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S08_place015.wav,S10,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S10_place015.wav,1,1,1,1,1
Track00019,15,56.693,60.472,drum_main,S02,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S02_place015.wav,S10,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S10_place015.wav,1,1,1,1,1
Track00019,15,56.693,60.472,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S00_place015.wav,S10,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S10_place015.wav,1,1,1,1,1
Track00019,15,56.693,60.472,mel_mel,S11,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S11_place015.wav,S14,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S14_place015.wav,1,1,1,1,1
Track00019,15,56.693,60.472,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S00_place015.wav,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S04_place015.wav,1,1,1,1,1
Track00019,15,56.693,60.472,mel_mel,S13,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S13_place015.wav,S14,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S14_place015.wav,1,1,1,1,1
Track00019,32,120.944,124.724,drum_bass,S02,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S02_place032.wav,S08,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S08_place032.wav,1,1,1,1,1
Track00019,32,120.944,124.724,bass_main,S08,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S08_place032.wav,S10,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S10_place032.wav,1,1,1,1,1
Track00019,32,120.944,124.724,drum_main,S02,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S02_place032.wav,S10,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S10_place032.wav,1,1,1,1,1
Track00019,32,120.944,124.724,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S00_place032.wav,S11,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S11_place032.wav,1,1,1,1,1
Track00019,32,120.944,124.724,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S00_place032.wav,S12,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S12_place032.wav,1,1,1,1,1
Track00019,32,120.944,124.724,mel_mel,S10,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S10_place032.wav,S13,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S13_place032.wav,1,1,1,1,1
Track00019,32,120.944,124.724,mel_mel,S00,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S00_place032.wav,S13,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00019/pos_slices/Track00019_S13_place032.wav,1,1,1,1,1
Track00020,8,32.0,36.0,drum_bass,S00,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S00_place008.wav,S01,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S01_place008.wav,1,1,1,1,1
Track00020,8,32.0,36.0,bass_main,S01,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S01_place008.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S05_place008.wav,1,1,1,1,1
Track00020,8,32.0,36.0,drum_main,S00,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S00_place008.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S05_place008.wav,1,1,1,1,1
Track00020,8,32.0,36.0,mel_mel,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S04_place008.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S07_place008.wav,1,1,1,1,1
Track00020,8,32.0,36.0,mel_mel,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S06_place008.wav,S08,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S08_place008.wav,1,1,1,1,1
Track00020,8,32.0,36.0,mel_mel,S02,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S02_place008.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S05_place008.wav,1,1,1,1,1
Track00020,8,32.0,36.0,mel_mel,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S04_place008.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S06_place008.wav,1,1,1,1,1
Track00020,43,172.0,176.0,drum_bass,S00,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S00_place043.wav,S01,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S01_place043.wav,1,1,1,1,1
Track00020,43,172.0,176.0,bass_main,S01,Bass,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S01_place043.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S05_place043.wav,1,1,1,1,1
Track00020,43,172.0,176.0,drum_main,S00,Drums,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S00_place043.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S05_place043.wav,1,1,1,1,1
Track00020,43,172.0,176.0,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S03_place043.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S05_place043.wav,1,1,1,1,1
Track00020,43,172.0,176.0,mel_mel,S04,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S04_place043.wav,S05,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S05_place043.wav,1,1,1,1,1
Track00020,43,172.0,176.0,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S03_place043.wav,S06,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S06_place043.wav,1,1,1,1,1
Track00020,43,172.0,176.0,mel_mel,S03,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S03_place043.wav,S07,Melody,/Users/hugoposthuma/Downloads/Thesis/babyslakh_16k/Track00020/pos_slices/Track00020_S07_place043.wav,1,1,1,1,1
