file_A,file_B,key,vertical,tempo,timing,type,track,anchor,combo
features/Track00018_S15_p29_clean.pt,features/Track00018_p29_vertical5.pt,1,0,1,1,vertical,Track00018,29,bass_main
features/Track00018_S15_p29_clean.pt,features/Track00018_S07_p29_tempo6.pt,1,1,0,1,tempo,Track00018,29,bass_main
features/Track00018_S15_p29_clean.pt,features/Track00018_S07_p29_tempo7.pt,1,1,0,1,tempo,Track00018,29,bass_main
features/Track00018_S07_p29_clean.pt,features/Track00018_S15_p29_timing8.pt,1,1,1,0,timing,Track00018,29,bass_main
features/Track00018_S07_p29_clean.pt,features/Track00018_S15_p29_timing9.pt,1,1,1,0,timing,Track00018,29,bass_main
features/Track00018_S15_p39_clean.pt,features/Track00018_S00_p39_clean.pt,1,1,1,1,positive,Track00018,39,bass_main
features/Track00018_S15_p39_aug10.pt,features/Track00018_S00_p39_aug10.pt,1,1,1,1,augmented,Track00018,39,bass_main
features/Track00018_S15_p39_aug11.pt,features/Track00018_S00_p39_aug11.pt,1,1,1,1,augmented,Track00018,39,bass_main
features/Track00018_S00_p39_clean.pt,features/Track00018_S15_p39_key12.pt,0,1,1,1,key,Track00018,39,bass_main
features/Track00018_S15_p39_clean.pt,features/Track00018_S00_p39_key13.pt,0,1,1,1,key,Track00018,39,bass_main
features/Track00018_S15_p39_clean.pt,features/Track00018_p39_vertical14.pt,1,0,1,1,vertical,Track00018,39,bass_main
features/Track00018_S15_p39_clean.pt,features/Track00018_p39_vertical15.pt,1,0,1,1,vertical,Track00018,39,bass_main
features/Track00018_S15_p39_clean.pt,features/Track00018_S00_p39_tempo16.pt,1,1,0,1,tempo,Track00018,39,bass_main
features/Track00018_S15_p39_clean.pt,features/Track00018_S00_p39_tempo17.pt,1,1,0,1,tempo,Track00018,39,bass_main
features/Track00018_S15_p39_clean.pt,features/Track00018_S00_p39_timing18.pt,1,1,1,0,timing,Track00018,39,bass_main
features/Track00018_S00_p39_clean.pt,features/Track00018_S15_p39_timing19.pt,1,1,1,0,timing,Track00018,39,bass_main
features/Track00012_S05_p5_clean.pt,features/Track00012_S01_p5_clean.pt,1,1,1,1,positive,Track00012,5,bass_main
features/Track00012_S05_p5_aug0.pt,features/Track00012_S01_p5_aug0.pt,1,1,1,1,augmented,Track00012,5,bass_main
features/Track00012_S05_p5_aug1.pt,features/Track00012_S01_p5_aug1.pt,1,1,1,1,augmented,Track00012,5,bass_main
features/Track00012_S01_p5_clean.pt,features/Track00012_S05_p5_key2.pt,0,1,1,1,key,Track00012,5,bass_main
features/Track00012_S01_p5_clean.pt,features/Track00012_S05_p5_key3.pt,0,1,1,1,key,Track00012,5,bass_main
features/Track00012_S05_p5_clean.pt,features/Track00012_p5_vertical4.pt,1,0,1,1,vertical,Track00012,5,bass_main
features/Track00012_S01_p5_clean.pt,features/Track00012_S05_p5_tempo5.pt,1,1,0,1,tempo,Track00012,5,bass_main
features/Track00012_S01_p5_clean.pt,features/Track00012_S05_p5_tempo6.pt,1,1,0,1,tempo,Track00012,5,bass_main
features/Track00012_S01_p5_clean.pt,features/Track00012_S05_p5_timing7.pt,1,1,1,0,timing,Track00012,5,bass_main
features/Track00012_S05_p5_clean.pt,features/Track00012_S01_p5_timing8.pt,1,1,1,0,timing,Track00012,5,bass_main
features/Track00012_S10_p15_clean.pt,features/Track00012_S01_p15_clean.pt,1,1,1,1,positive,Track00012,15,bass_main
features/Track00012_S10_p15_aug9.pt,features/Track00012_S01_p15_aug9.pt,1,1,1,1,augmented,Track00012,15,bass_main
features/Track00012_S10_p15_aug10.pt,features/Track00012_S01_p15_aug10.pt,1,1,1,1,augmented,Track00012,15,bass_main
features/Track00012_S10_p15_clean.pt,features/Track00012_S01_p15_key11.pt,0,1,1,1,key,Track00012,15,bass_main
features/Track00012_S10_p15_clean.pt,features/Track00012_S01_p15_key12.pt,0,1,1,1,key,Track00012,15,bass_main
features/Track00012_S01_p15_clean.pt,features/Track00012_p15_vertical13.pt,1,0,1,1,vertical,Track00012,15,bass_main
features/Track00012_S01_p15_clean.pt,features/Track00012_p15_vertical14.pt,1,0,1,1,vertical,Track00012,15,bass_main
features/Track00012_S01_p15_clean.pt,features/Track00012_S10_p15_tempo15.pt,1,1,0,1,tempo,Track00012,15,bass_main
features/Track00012_S10_p15_clean.pt,features/Track00012_S01_p15_tempo16.pt,1,1,0,1,tempo,Track00012,15,bass_main
features/Track00012_S10_p15_clean.pt,features/Track00012_S01_p15_timing17.pt,1,1,1,0,timing,Track00012,15,bass_main
features/Track00012_S10_p15_clean.pt,features/Track00012_S01_p15_timing18.pt,1,1,1,0,timing,Track00012,15,bass_main
features/Track00012_S05_p32_clean.pt,features/Track00012_S09_p32_clean.pt,1,1,1,1,positive,Track00012,32,bass_main
features/Track00012_S05_p32_aug19.pt,features/Track00012_S09_p32_aug19.pt,1,1,1,1,augmented,Track00012,32,bass_main
features/Track00012_S05_p32_aug20.pt,features/Track00012_S09_p32_aug20.pt,1,1,1,1,augmented,Track00012,32,bass_main
features/Track00012_S05_p32_clean.pt,features/Track00012_S09_p32_key21.pt,0,1,1,1,key,Track00012,32,bass_main
features/Track00012_S09_p32_clean.pt,features/Track00012_S05_p32_key22.pt,0,1,1,1,key,Track00012,32,bass_main
features/Track00012_S05_p32_clean.pt,features/Track00012_p32_vertical23.pt,1,0,1,1,vertical,Track00012,32,bass_main
features/Track00012_S05_p32_clean.pt,features/Track00012_p32_vertical24.pt,1,0,1,1,vertical,Track00012,32,bass_main
features/Track00012_S05_p32_clean.pt,features/Track00012_S09_p32_tempo25.pt,1,1,0,1,tempo,Track00012,32,bass_main
features/Track00012_S05_p32_clean.pt,features/Track00012_S09_p32_tempo26.pt,1,1,0,1,tempo,Track00012,32,bass_main
features/Track00012_S09_p32_clean.pt,features/Track00012_S05_p32_timing27.pt,1,1,1,0,timing,Track00012,32,bass_main
features/Track00012_S09_p32_clean.pt,features/Track00012_S05_p32_timing28.pt,1,1,1,0,timing,Track00012,32,bass_main
features/Track00012_S10_p36_clean.pt,features/Track00012_S09_p36_clean.pt,1,1,1,1,positive,Track00012,36,bass_main
features/Track00012_S10_p36_aug29.pt,features/Track00012_S09_p36_aug29.pt,1,1,1,1,augmented,Track00012,36,bass_main
features/Track00012_S10_p36_aug30.pt,features/Track00012_S09_p36_aug30.pt,1,1,1,1,augmented,Track00012,36,bass_main
features/Track00012_S10_p36_clean.pt,features/Track00012_S09_p36_key31.pt,0,1,1,1,key,Track00012,36,bass_main
features/Track00012_S09_p36_clean.pt,features/Track00012_S10_p36_key32.pt,0,1,1,1,key,Track00012,36,bass_main
features/Track00012_S10_p36_clean.pt,features/Track00012_p36_vertical33.pt,1,0,1,1,vertical,Track00012,36,bass_main
features/Track00012_S10_p36_clean.pt,features/Track00012_p36_vertical34.pt,1,0,1,1,vertical,Track00012,36,bass_main
features/Track00012_S10_p36_clean.pt,features/Track00012_S09_p36_tempo35.pt,1,1,0,1,tempo,Track00012,36,bass_main
features/Track00012_S09_p36_clean.pt,features/Track00012_S10_p36_tempo36.pt,1,1,0,1,tempo,Track00012,36,bass_main
features/Track00012_S09_p36_clean.pt,features/Track00012_S10_p36_timing37.pt,1,1,1,0,timing,Track00012,36,bass_main
features/Track00012_S09_p36_clean.pt,features/Track00012_S10_p36_timing38.pt,1,1,1,0,timing,Track00012,36,bass_main
features/Track00012_S05_p42_clean.pt,features/Track00012_S09_p42_clean.pt,1,1,1,1,positive,Track00012,42,bass_main
features/Track00012_S05_p42_aug39.pt,features/Track00012_S09_p42_aug39.pt,1,1,1,1,augmented,Track00012,42,bass_main
features/Track00012_S05_p42_aug40.pt,features/Track00012_S09_p42_aug40.pt,1,1,1,1,augmented,Track00012,42,bass_main
features/Track00012_S09_p42_clean.pt,features/Track00012_S05_p42_key41.pt,0,1,1,1,key,Track00012,42,bass_main
features/Track00012_S09_p42_clean.pt,features/Track00012_S05_p42_key42.pt,0,1,1,1,key,Track00012,42,bass_main
features/Track00012_S05_p42_clean.pt,features/Track00012_p42_vertical43.pt,1,0,1,1,vertical,Track00012,42,bass_main
features/Track00012_S05_p42_clean.pt,features/Track00012_p42_vertical44.pt,1,0,1,1,vertical,Track00012,42,bass_main
features/Track00012_S09_p42_clean.pt,features/Track00012_S05_p42_tempo45.pt,1,1,0,1,tempo,Track00012,42,bass_main
features/Track00012_S05_p42_clean.pt,features/Track00012_S09_p42_tempo46.pt,1,1,0,1,tempo,Track00012,42,bass_main
features/Track00012_S09_p42_clean.pt,features/Track00012_S05_p42_timing47.pt,1,1,1,0,timing,Track00012,42,bass_main
features/Track00012_S05_p42_clean.pt,features/Track00012_S09_p42_timing48.pt,1,1,1,0,timing,Track00012,42,bass_main
features/Track00019_S03_p14_clean.pt,features/Track00019_S04_p14_clean.pt,1,1,1,1,positive,Track00019,14,mel_mel
features/Track00019_S03_p14_aug0.pt,features/Track00019_S04_p14_aug0.pt,1,1,1,1,augmented,Track00019,14,mel_mel
features/Track00019_S03_p14_aug1.pt,features/Track00019_S04_p14_aug1.pt,1,1,1,1,augmented,Track00019,14,mel_mel
features/Track00019_S04_p14_clean.pt,features/Track00019_S03_p14_key2.pt,0,1,1,1,key,Track00019,14,mel_mel
features/Track00019_S04_p14_clean.pt,features/Track00019_S03_p14_key3.pt,0,1,1,1,key,Track00019,14,mel_mel
features/Track00019_S03_p14_clean.pt,features/Track00019_p14_vertical4.pt,1,0,1,1,vertical,Track00019,14,mel_mel
features/Track00019_S03_p14_clean.pt,features/Track00019_p14_vertical5.pt,1,0,1,1,vertical,Track00019,14,mel_mel
features/Track00019_S03_p14_clean.pt,features/Track00019_S04_p14_tempo6.pt,1,1,0,1,tempo,Track00019,14,mel_mel
features/Track00019_S03_p14_clean.pt,features/Track00019_S04_p14_tempo7.pt,1,1,0,1,tempo,Track00019,14,mel_mel
features/Track00019_S04_p14_clean.pt,features/Track00019_S03_p14_timing8.pt,1,1,1,0,timing,Track00019,14,mel_mel
features/Track00019_S04_p14_clean.pt,features/Track00019_S03_p14_timing9.pt,1,1,1,0,timing,Track00019,14,mel_mel
features/Track00019_S03_p29_clean.pt,features/Track00019_S04_p29_clean.pt,1,1,1,1,positive,Track00019,29,mel_mel
features/Track00019_S03_p29_aug10.pt,features/Track00019_S04_p29_aug10.pt,1,1,1,1,augmented,Track00019,29,mel_mel
features/Track00019_S03_p29_aug11.pt,features/Track00019_S04_p29_aug11.pt,1,1,1,1,augmented,Track00019,29,mel_mel
features/Track00019_S04_p29_clean.pt,features/Track00019_S03_p29_key12.pt,0,1,1,1,key,Track00019,29,mel_mel
features/Track00019_S03_p29_clean.pt,features/Track00019_S04_p29_key13.pt,0,1,1,1,key,Track00019,29,mel_mel
features/Track00019_S03_p29_clean.pt,features/Track00019_p29_vertical14.pt,1,0,1,1,vertical,Track00019,29,mel_mel
features/Track00019_S03_p29_clean.pt,features/Track00019_p29_vertical15.pt,1,0,1,1,vertical,Track00019,29,mel_mel
features/Track00019_S03_p29_clean.pt,features/Track00019_S04_p29_tempo16.pt,1,1,0,1,tempo,Track00019,29,mel_mel
features/Track00019_S04_p29_clean.pt,features/Track00019_S03_p29_tempo17.pt,1,1,0,1,tempo,Track00019,29,mel_mel
features/Track00019_S03_p29_clean.pt,features/Track00019_S04_p29_timing18.pt,1,1,1,0,timing,Track00019,29,mel_mel
features/Track00019_S04_p29_clean.pt,features/Track00019_S03_p29_timing19.pt,1,1,1,0,timing,Track00019,29,mel_mel
features/Track00017_S02_p13_clean.pt,features/Track00017_S03_p13_clean.pt,1,1,1,1,positive,Track00017,13,mel_mel
features/Track00017_S02_p13_aug0.pt,features/Track00017_S03_p13_aug0.pt,1,1,1,1,augmented,Track00017,13,mel_mel
features/Track00017_S02_p13_aug1.pt,features/Track00017_S03_p13_aug1.pt,1,1,1,1,augmented,Track00017,13,mel_mel
features/Track00017_S03_p13_clean.pt,features/Track00017_S02_p13_key2.pt,0,1,1,1,key,Track00017,13,mel_mel
features/Track00017_S03_p13_clean.pt,features/Track00017_S02_p13_key3.pt,0,1,1,1,key,Track00017,13,mel_mel
features/Track00017_S03_p13_clean.pt,features/Track00017_p13_vertical4.pt,1,0,1,1,vertical,Track00017,13,mel_mel
features/Track00017_S03_p13_clean.pt,features/Track00017_p13_vertical5.pt,1,0,1,1,vertical,Track00017,13,mel_mel
features/Track00017_S02_p13_clean.pt,features/Track00017_S03_p13_tempo6.pt,1,1,0,1,tempo,Track00017,13,mel_mel
features/Track00017_S02_p13_clean.pt,features/Track00017_S03_p13_tempo7.pt,1,1,0,1,tempo,Track00017,13,mel_mel
features/Track00017_S03_p13_clean.pt,features/Track00017_S02_p13_timing8.pt,1,1,1,0,timing,Track00017,13,mel_mel
features/Track00017_S03_p13_clean.pt,features/Track00017_S02_p13_timing9.pt,1,1,1,0,timing,Track00017,13,mel_mel
features/Track00017_S03_p13_clean.pt,features/Track00017_S07_p13_clean.pt,1,1,1,1,positive,Track00017,13,mel_mel
features/Track00017_S03_p13_aug10.pt,features/Track00017_S07_p13_aug10.pt,1,1,1,1,augmented,Track00017,13,mel_mel
features/Track00017_S03_p13_aug11.pt,features/Track00017_S07_p13_aug11.pt,1,1,1,1,augmented,Track00017,13,mel_mel
features/Track00017_S07_p13_clean.pt,features/Track00017_S03_p13_key12.pt,0,1,1,1,key,Track00017,13,mel_mel
features/Track00017_S07_p13_clean.pt,features/Track00017_S03_p13_key13.pt,0,1,1,1,key,Track00017,13,mel_mel
features/Track00017_S03_p13_clean.pt,features/Track00017_p13_vertical14.pt,1,0,1,1,vertical,Track00017,13,mel_mel
features/Track00017_S03_p13_clean.pt,features/Track00017_p13_vertical15.pt,1,0,1,1,vertical,Track00017,13,mel_mel
features/Track00017_S07_p13_clean.pt,features/Track00017_S03_p13_tempo16.pt,1,1,0,1,tempo,Track00017,13,mel_mel
features/Track00017_S03_p13_clean.pt,features/Track00017_S07_p13_tempo17.pt,1,1,0,1,tempo,Track00017,13,mel_mel
features/Track00017_S07_p13_clean.pt,features/Track00017_S03_p13_timing18.pt,1,1,1,0,timing,Track00017,13,mel_mel
features/Track00017_S07_p13_clean.pt,features/Track00017_S03_p13_timing19.pt,1,1,1,0,timing,Track00017,13,mel_mel
features/Track00017_S02_p15_clean.pt,features/Track00017_S03_p15_clean.pt,1,1,1,1,positive,Track00017,15,mel_mel
features/Track00017_S02_p15_aug20.pt,features/Track00017_S03_p15_aug20.pt,1,1,1,1,augmented,Track00017,15,mel_mel
features/Track00017_S02_p15_aug21.pt,features/Track00017_S03_p15_aug21.pt,1,1,1,1,augmented,Track00017,15,mel_mel
features/Track00017_S03_p15_clean.pt,features/Track00017_S02_p15_key22.pt,0,1,1,1,key,Track00017,15,mel_mel
features/Track00017_S02_p15_clean.pt,features/Track00017_S03_p15_key23.pt,0,1,1,1,key,Track00017,15,mel_mel
features/Track00017_S03_p15_clean.pt,features/Track00017_p15_vertical24.pt,1,0,1,1,vertical,Track00017,15,mel_mel
features/Track00017_S03_p15_clean.pt,features/Track00017_p15_vertical25.pt,1,0,1,1,vertical,Track00017,15,mel_mel
features/Track00017_S03_p15_clean.pt,features/Track00017_S02_p15_tempo26.pt,1,1,0,1,tempo,Track00017,15,mel_mel
features/Track00017_S02_p15_clean.pt,features/Track00017_S03_p15_tempo27.pt,1,1,0,1,tempo,Track00017,15,mel_mel
features/Track00017_S02_p15_clean.pt,features/Track00017_S03_p15_timing28.pt,1,1,1,0,timing,Track00017,15,mel_mel
features/Track00017_S02_p15_clean.pt,features/Track00017_S03_p15_timing29.pt,1,1,1,0,timing,Track00017,15,mel_mel
features/Track00017_S02_p32_clean.pt,features/Track00017_S03_p32_clean.pt,1,1,1,1,positive,Track00017,32,mel_mel
features/Track00017_S02_p32_aug30.pt,features/Track00017_S03_p32_aug30.pt,1,1,1,1,augmented,Track00017,32,mel_mel
features/Track00017_S02_p32_aug31.pt,features/Track00017_S03_p32_aug31.pt,1,1,1,1,augmented,Track00017,32,mel_mel
features/Track00017_S02_p32_clean.pt,features/Track00017_S03_p32_key32.pt,0,1,1,1,key,Track00017,32,mel_mel
features/Track00017_S03_p32_clean.pt,features/Track00017_S02_p32_key33.pt,0,1,1,1,key,Track00017,32,mel_mel
features/Track00017_S03_p32_clean.pt,features/Track00017_p32_vertical34.pt,1,0,1,1,vertical,Track00017,32,mel_mel
features/Track00017_S03_p32_clean.pt,features/Track00017_p32_vertical35.pt,1,0,1,1,vertical,Track00017,32,mel_mel
features/Track00017_S03_p32_clean.pt,features/Track00017_S02_p32_tempo36.pt,1,1,0,1,tempo,Track00017,32,mel_mel
features/Track00017_S02_p32_clean.pt,features/Track00017_S03_p32_tempo37.pt,1,1,0,1,tempo,Track00017,32,mel_mel
features/Track00017_S03_p32_clean.pt,features/Track00017_S02_p32_timing38.pt,1,1,1,0,timing,Track00017,32,mel_mel
features/Track00017_S03_p32_clean.pt,features/Track00017_S02_p32_timing39.pt,1,1,1,0,timing,Track00017,32,mel_mel
features/Track00017_S02_p32_clean.pt,features/Track00017_S07_p32_clean.pt,1,1,1,1,positive,Track00017,32,mel_mel
features/Track00017_S02_p32_aug40.pt,features/Track00017_S07_p32_aug40.pt,1,1,1,1,augmented,Track00017,32,mel_mel
features/Track00017_S02_p32_aug41.pt,features/Track00017_S07_p32_aug41.pt,1,1,1,1,augmented,Track00017,32,mel_mel
features/Track00017_S07_p32_clean.pt,features/Track00017_S02_p32_key42.pt,0,1,1,1,key,Track00017,32,mel_mel
features/Track00017_S07_p32_clean.pt,features/Track00017_S02_p32_key43.pt,0,1,1,1,key,Track00017,32,mel_mel
features/Track00017_S07_p32_clean.pt,features/Track00017_p32_vertical44.pt,1,0,1,1,vertical,Track00017,32,mel_mel
features/Track00017_S07_p32_clean.pt,features/Track00017_p32_vertical45.pt,1,0,1,1,vertical,Track00017,32,mel_mel
features/Track00017_S07_p32_clean.pt,features/Track00017_S02_p32_tempo46.pt,1,1,0,1,tempo,Track00017,32,mel_mel
features/Track00017_S02_p32_clean.pt,features/Track00017_S07_p32_tempo47.pt,1,1,0,1,tempo,Track00017,32,mel_mel
features/Track00017_S07_p32_clean.pt,features/Track00017_S02_p32_timing48.pt,1,1,1,0,timing,Track00017,32,mel_mel
features/Track00017_S07_p32_clean.pt,features/Track00017_S02_p32_timing49.pt,1,1,1,0,timing,Track00017,32,mel_mel
features/Track00017_S03_p34_clean.pt,features/Track00017_S07_p34_clean.pt,1,1,1,1,positive,Track00017,34,mel_mel
features/Track00017_S03_p34_aug50.pt,features/Track00017_S07_p34_aug50.pt,1,1,1,1,augmented,Track00017,34,mel_mel
features/Track00017_S03_p34_aug51.pt,features/Track00017_S07_p34_aug51.pt,1,1,1,1,augmented,Track00017,34,mel_mel
features/Track00017_S07_p34_clean.pt,features/Track00017_S03_p34_key52.pt,0,1,1,1,key,Track00017,34,mel_mel
features/Track00017_S03_p34_clean.pt,features/Track00017_S07_p34_key53.pt,0,1,1,1,key,Track00017,34,mel_mel
features/Track00017_S03_p34_clean.pt,features/Track00017_p34_vertical54.pt,1,0,1,1,vertical,Track00017,34,mel_mel
features/Track00017_S03_p34_clean.pt,features/Track00017_p34_vertical55.pt,1,0,1,1,vertical,Track00017,34,mel_mel
features/Track00017_S03_p34_clean.pt,features/Track00017_S07_p34_tempo56.pt,1,1,0,1,tempo,Track00017,34,mel_mel
features/Track00017_S07_p34_clean.pt,features/Track00017_S03_p34_tempo57.pt,1,1,0,1,tempo,Track00017,34,mel_mel
features/Track00017_S03_p34_clean.pt,features/Track00017_S07_p34_timing58.pt,1,1,1,0,timing,Track00017,34,mel_mel
features/Track00017_S03_p34_clean.pt,features/Track00017_S07_p34_timing59.pt,1,1,1,0,timing,Track00017,34,mel_mel
features/Track00020_S01_p26_clean.pt,features/Track00020_S08_p26_clean.pt,1,1,1,1,positive,Track00020,26,bass_main
features/Track00020_S01_p26_aug0.pt,features/Track00020_S08_p26_aug0.pt,1,1,1,1,augmented,Track00020,26,bass_main
features/Track00020_S01_p26_aug1.pt,features/Track00020_S08_p26_aug1.pt,1,1,1,1,augmented,Track00020,26,bass_main
features/Track00020_S08_p26_clean.pt,features/Track00020_S01_p26_key2.pt,0,1,1,1,key,Track00020,26,bass_main
features/Track00020_S08_p26_clean.pt,features/Track00020_S01_p26_key3.pt,0,1,1,1,key,Track00020,26,bass_main
features/Track00020_S01_p26_clean.pt,features/Track00020_p26_vertical4.pt,1,0,1,1,vertical,Track00020,26,bass_main
features/Track00020_S01_p26_clean.pt,features/Track00020_p26_vertical5.pt,1,0,1,1,vertical,Track00020,26,bass_main
features/Track00020_S01_p26_clean.pt,features/Track00020_S08_p26_tempo6.pt,1,1,0,1,tempo,Track00020,26,bass_main
features/Track00020_S01_p26_clean.pt,features/Track00020_S08_p26_tempo7.pt,1,1,0,1,tempo,Track00020,26,bass_main
features/Track00020_S08_p26_clean.pt,features/Track00020_S01_p26_timing8.pt,1,1,1,0,timing,Track00020,26,bass_main
features/Track00020_S08_p26_clean.pt,features/Track00020_S01_p26_timing9.pt,1,1,1,0,timing,Track00020,26,bass_main
features/Track00020_S01_p28_clean.pt,features/Track00020_S05_p28_clean.pt,1,1,1,1,positive,Track00020,28,bass_main
features/Track00020_S01_p28_aug10.pt,features/Track00020_S05_p28_aug10.pt,1,1,1,1,augmented,Track00020,28,bass_main
features/Track00020_S01_p28_aug11.pt,features/Track00020_S05_p28_aug11.pt,1,1,1,1,augmented,Track00020,28,bass_main
features/Track00020_S01_p28_clean.pt,features/Track00020_S05_p28_key12.pt,0,1,1,1,key,Track00020,28,bass_main
features/Track00020_S05_p28_clean.pt,features/Track00020_S01_p28_key13.pt,0,1,1,1,key,Track00020,28,bass_main
features/Track00020_S01_p28_clean.pt,features/Track00020_p28_vertical14.pt,1,0,1,1,vertical,Track00020,28,bass_main
features/Track00020_S01_p28_clean.pt,features/Track00020_p28_vertical15.pt,1,0,1,1,vertical,Track00020,28,bass_main
features/Track00020_S01_p28_clean.pt,features/Track00020_S05_p28_tempo16.pt,1,1,0,1,tempo,Track00020,28,bass_main
features/Track00020_S01_p28_clean.pt,features/Track00020_S05_p28_tempo17.pt,1,1,0,1,tempo,Track00020,28,bass_main
features/Track00020_S01_p28_clean.pt,features/Track00020_S05_p28_timing18.pt,1,1,1,0,timing,Track00020,28,bass_main
features/Track00020_S05_p28_clean.pt,features/Track00020_S01_p28_timing19.pt,1,1,1,0,timing,Track00020,28,bass_main
